epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
83,1709.14,1.71209,2.51767,1.34387,0.00429,0.84294,0.6688,0.41551,0.43223,0.28039,0.59458,0.37929,0.38645,0.22357,1.53019,2.30889,1.26993,0.00429,0,0.000810363,0.000810363,0.000810363
84,1731.33,1.73577,2.59729,1.38769,0.00427,0.85971,0.5902,0.40909,0.43992,0.2814,0.51116,0.38438,0.39514,0.22114,1.51138,2.22838,1.22979,0.00418,0,0.000806697,0.000806697,0.000806697
85,1757.18,1.72575,2.5948,1.38512,0.00434,0.88811,0.61218,0.43014,0.46231,0.29496,0.5939,0.39994,0.41825,0.2344,1.47411,2.22959,1.24237,0.00407,0,0.000803031,0.000803031,0.000803031
86,1779.89,1.70321,2.50157,1.35064,0.00437,0.83477,0.60362,0.42558,0.45915,0.29464,0.58267,0.40211,0.42916,0.23669,1.4821,2.26376,1.2244,0.00402,0,0.000799365,0.000799365,0.000799365
87,1802.75,1.71861,2.56263,1.35457,0.00418,0.86199,0.61114,0.46953,0.46363,0.29214,0.52564,0.43748,0.42171,0.23775,1.49841,2.23436,1.23148,0.00415,0,0.000795698,0.000795698,0.000795698
88,1824.5,1.7145,2.59929,1.3911,0.00434,0.84128,0.61807,0.41122,0.44404,0.2896,0.59147,0.34779,0.39115,0.22415,1.49865,2.2703,1.24724,0.00418,0,0.000792032,0.000792032,0.000792032
89,1845.96,1.71589,2.55156,1.35471,0.00415,0.8448,0.67003,0.43388,0.4621,0.29267,0.64175,0.40943,0.42355,0.22886,1.49755,2.28289,1.24076,0.00412,0,0.000788366,0.000788366,0.000788366
90,1865.89,1.68486,2.52632,1.32387,0.00414,0.80951,0.67986,0.41716,0.46143,0.29784,0.61586,0.38662,0.41522,0.22685,1.4837,2.24271,1.2312,0.00417,0,0.000784699,0.000784699,0.000784699
91,1885.51,1.71519,2.59176,1.35986,0.00413,0.81779,0.6009,0.44371,0.46262,0.30128,0.52874,0.42911,0.42541,0.23859,1.48061,2.29454,1.2367,0.00414,0,0.000781033,0.000781033,0.000781033
92,1904.38,1.67257,2.47342,1.33661,0.00413,0.81706,0.6593,0.41161,0.45213,0.29159,0.61695,0.39376,0.41042,0.21974,1.47716,2.34867,1.24487,0.00395,0,0.000777367,0.000777367,0.000777367
93,1923.97,1.72102,2.54816,1.34668,0.00428,0.85767,0.66594,0.40906,0.45998,0.29705,0.6323,0.38125,0.41114,0.23421,1.48659,2.24532,1.25505,0.00409,0,0.0007737,0.0007737,0.0007737
94,1943.85,1.71017,2.55123,1.34742,0.004,0.83516,0.65889,0.42097,0.45742,0.29435,0.59056,0.41698,0.42706,0.23179,1.49621,2.34366,1.22171,0.00408,0,0.000770034,0.000770034,0.000770034
95,1963.76,1.69667,2.54602,1.33267,0.004,0.82458,0.6052,0.45284,0.47176,0.3038,0.59153,0.41739,0.43487,0.22914,1.47868,2.24822,1.2499,0.00396,0,0.000766368,0.000766368,0.000766368
96,1983.8,1.71856,2.55491,1.33007,0.00411,0.81464,0.65767,0.42201,0.46285,0.29769,0.6176,0.39085,0.42297,0.23018,1.47508,2.23426,1.21813,0.00395,0,0.000762702,0.000762702,0.000762702
97,2004.19,1.681,2.49761,1.3201,0.00409,0.78879,0.69443,0.42894,0.47726,0.30127,0.65165,0.41096,0.43617,0.23411,1.48996,2.2484,1.21384,0.00405,0,0.000759035,0.000759035,0.000759035
98,2025.48,1.70136,2.54468,1.31793,0.00401,0.79884,0.69362,0.44317,0.48654,0.30238,0.63562,0.39905,0.42549,0.22888,1.4656,2.27664,1.20652,0.00392,0,0.000755369,0.000755369,0.000755369
99,2045.82,1.68389,2.49537,1.31298,0.00418,0.8034,0.65884,0.42458,0.45157,0.29887,0.59584,0.39128,0.40475,0.22266,1.47398,2.22615,1.22487,0.00402,0,0.000751703,0.000751703,0.000751703
100,2064.88,1.69944,2.5201,1.30117,0.00402,0.78549,0.63907,0.42892,0.46595,0.30323,0.55869,0.38811,0.40991,0.22453,1.45948,2.21499,1.23228,0.00397,0,0.000748036,0.000748036,0.000748036
101,2083.03,1.66148,2.47574,1.29228,0.0041,0.75287,0.61685,0.46467,0.46083,0.3023,0.56177,0.41744,0.41011,0.2221,1.47713,2.1148,1.24335,0.00404,0,0.00074437,0.00074437,0.00074437
102,2101.28,1.71754,2.55148,1.3489,0.00426,0.80622,0.63855,0.45944,0.47226,0.30668,0.59602,0.42621,0.43231,0.23271,1.48523,2.22791,1.18905,0.00398,0,0.000740704,0.000740704,0.000740704
103,2119.29,1.66283,2.46221,1.30431,0.00404,0.79209,0.65035,0.4506,0.47236,0.30357,0.57718,0.41558,0.42454,0.22933,1.47303,2.2455,1.22441,0.00402,0,0.000737037,0.000737037,0.000737037
104,2137.27,1.68421,2.53554,1.3305,0.00408,0.79153,0.69846,0.44842,0.47818,0.30586,0.62973,0.40545,0.4244,0.22953,1.48083,2.2565,1.19661,0.00399,0,0.000733371,0.000733371,0.000733371
105,2155.2,1.67269,2.48025,1.30902,0.00402,0.77373,0.68129,0.44148,0.47446,0.30161,0.62185,0.4067,0.43314,0.23151,1.49561,2.21197,1.19586,0.00407,0,0.000729705,0.000729705,0.000729705
106,2173.4,1.67987,2.48605,1.32688,0.00414,0.75835,0.64529,0.44028,0.46854,0.30141,0.60078,0.41146,0.43591,0.23255,1.50986,2.11198,1.24687,0.00411,0,0.000726038,0.000726038,0.000726038
107,2191,1.69928,2.51239,1.32101,0.00411,0.78823,0.61599,0.46288,0.47257,0.3081,0.63927,0.41728,0.43681,0.23666,1.48358,2.23443,1.18296,0.00393,0,0.000722372,0.000722372,0.000722372
108,2209.32,1.70282,2.50891,1.32242,0.00413,0.78867,0.62712,0.46105,0.46918,0.30393,0.59918,0.40532,0.41878,0.22614,1.47585,2.20879,1.21808,0.00398,0,0.000718706,0.000718706,0.000718706
109,2227.02,1.68332,2.5132,1.30251,0.00408,0.7761,0.63302,0.45074,0.47044,0.30499,0.59937,0.42227,0.43578,0.23799,1.46749,2.2218,1.20054,0.00394,0,0.00071504,0.00071504,0.00071504
110,2245.05,1.66257,2.46861,1.29198,0.00396,0.77906,0.67941,0.45715,0.4804,0.3081,0.60376,0.41914,0.43735,0.23832,1.44786,2.1915,1.18891,0.00388,0,0.000711373,0.000711373,0.000711373
111,2262.93,1.69043,2.51083,1.29637,0.00397,0.77495,0.74464,0.42771,0.49423,0.31173,0.71299,0.40003,0.44069,0.2362,1.47956,2.15714,1.19999,0.00396,0,0.000707707,0.000707707,0.000707707
112,2280.79,1.67151,2.47328,1.30524,0.00418,0.77563,0.68596,0.45009,0.48379,0.31463,0.62813,0.39734,0.43789,0.23446,1.47397,2.12708,1.17483,0.00386,0,0.000704041,0.000704041,0.000704041
113,2298.98,1.67074,2.47934,1.32141,0.00409,0.78301,0.57662,0.46325,0.47241,0.30871,0.56735,0.4024,0.42322,0.23364,1.45873,2.18456,1.1963,0.00383,0,0.000700374,0.000700374,0.000700374
114,2317.09,1.69453,2.57121,1.33442,0.00406,0.78093,0.69421,0.42145,0.47998,0.31147,0.60601,0.39629,0.4247,0.23522,1.46752,2.20629,1.17795,0.00401,0,0.000696708,0.000696708,0.000696708
115,2335.35,1.67961,2.50004,1.30016,0.00409,0.76562,0.67959,0.46225,0.49498,0.31699,0.61405,0.41792,0.44102,0.241,1.46983,2.16874,1.17934,0.004,0,0.000693042,0.000693042,0.000693042
116,2353.28,1.72626,2.54991,1.31678,0.00409,0.76601,0.61976,0.46225,0.47964,0.30848,0.62135,0.40214,0.42604,0.24148,1.46413,2.25336,1.2078,0.00396,0,0.000689376,0.000689376,0.000689376
117,2371.58,1.66282,2.45393,1.28128,0.00402,0.74326,0.58758,0.45809,0.47632,0.31125,0.54527,0.41914,0.4266,0.24113,1.42651,2.24306,1.1689,0.0038,0,0.000685709,0.000685709,0.000685709
